职位名称,工作地点,工资,工作经验,学历要求,公司名称,公司类型,公司规模,技术需求,标签
测试开发工程师(J10127),厦门市思明区,10k-15k,1-3年,本科,点触科技,游戏上市公司,1000-9999人,游戏移动互联网性能测试自动化测试,测试_功能测试
嵌入式测试工程师,厦门市后溪,6k-10k,1-3年,本科,蓝斯股份,"移动互联网,数据服务上市公司",100-499人,智能硬件,测试_功能测试
软件测试工程师,厦门市思明区,9k-13k,3-5年,本科,京北方,IT技术服务｜咨询上市公司,1000-9999人,功能测试黑盒测试Web测试,测试_功能测试
测试工程师,厦门市思明区,6k-11k,3-5年,本科,仁聚汇通,金融天使轮,100-499人,功能测试测试开发,测试_功能测试
软件测试工程师,厦门市思明区,10k-13k,3-5年,本科,船奇,"企业服务,移动互联网A轮",1000-9999人,功能测试Web测试,测试_功能测试
资深测试工程师,厦门市湖里区,15k-25k,5-10年,本科,稿定科技,"营销服务｜咨询,软件服务｜咨询不需要融资",100-499人,测试开发,测试_功能测试
测试工程师-厦门,厦门市思明区,14k-20k,经验不限,本科,深度赋智,"软件服务｜咨询,人工智能服务天使轮",20-99人,自动化测试白盒测试,测试_功能测试
测试工程师（厦门）,厦门市鹭江,10k-20k,经验不限,本科,微财数科,科技金融未融资,1000-9999人,科技金融,测试_功能测试
测试工程师,厦门市思明区,8k-13k,1-3年,本科,博尔信,金融未融资,20-99人,科技金融金融业,测试_功能测试
测试工程师,厦门市思明区,8k-12k,1-3年,大专,跨境网,电商不需要融资,100-499人,电商平台贸易｜进出口,测试_功能测试
软件测试工程师,厦门市思明区,6k-10k,1-3年,本科,海鼎,软件服务｜咨询不需要融资,1000-9999人,新零售企业服务功能测试接口测试,测试_功能测试
高级测试工程师,厦门市思明区,10k-15k,3-5年,本科,星罗网络,"移动互联网,消费生活天使轮",20-99人,游戏互联网,测试_功能测试
测试工程师(J10128),厦门市鹭江,6k-10k,1-3年,本科,点触科技,游戏上市公司,1000-9999人,黑盒测试功能测试,测试_功能测试
测试工程师,厦门市思明区,6k-10k,3-5年,本科,仁聚汇通,金融天使轮,100-499人,IT技术服务｜咨询功能测试,测试_功能测试
测试工程师,厦门市集美区,8k-15k,3-5年,大专,深圳市有传科技有限公司,营销服务｜咨询天使轮,100-499人,软件服务｜咨询,测试_功能测试
测试工程师,厦门市同安区,8k-15k,1-3年,大专,厦门方特软件公司,移动互联网上市公司,20-99人,文化传媒休闲｜娱乐,测试_功能测试
测试工程师,厦门市集美区,6k-8k,1-3年,大专,柬单点,"消费生活,移动互联网未融资",1000-9999人,消费生活,测试_功能测试
测试工程师,厦门市思明区,4k-6k,经验不限,本科,创世线程,"软件服务｜咨询,人工智能服务,物联网A轮",20-99人,工具类产品,测试_功能测试
测试开发工程师,厦门市海沧区,10k-13k,3-5年,本科,最有料,企业服务不需要融资,20-99人,电商平台数据服务｜咨询功能测试接口测试性能测试,测试_功能测试
资深渗透测试工程师,厦门市思明区,12k-22k,3-5年,本科,安全狗（服云信息科技）,信息安全B轮,20-99人,信息安全,测试_功能测试
美图-软件测试工程师,厦门市软件园,9k-14k,1-3年,本科,美图公司,"工具类产品,智能硬件上市公司",1000-9999人,app测试,测试_功能测试
软件测试工程师,厦门市后溪,7k-12k,1-3年,本科,集微科技,移动互联网不需要融资,100-499人,接口测试功能测试性能测试,测试_功能测试
软件测试工程师,厦门市湖里区,5k-10k,经验不限,本科,麦金世纪,"电商,移动互联网未融资",20-99人,软件服务｜咨询人工智能服务,测试_功能测试
软件自动化测试工程师（海外项目）,厦门市前埔医院,12k-18k,3-5年,本科,网龙网络有限公司,游戏上市公司,1000-9999人,游戏教育,测试_功能测试
测试工程师(J10128),厦门市鹭江,6k-10k,3-5年,本科,点触科技,游戏上市公司,1000-9999人,功能测试,测试_功能测试
测试开发工程师,厦门市思明区,10k-15k,3-5年,本科,最有料,企业服务不需要融资,20-99人,Web测试app测试,测试_功能测试
测试工程师,厦门市鹭江,10k-20k,经验不限,本科,Manteia科技,IT技术服务｜咨询A轮,20-99人,医疗人工智能,测试_功能测试
测试开发工程师SDET,厦门市思明区,10k-20k,1-3年,本科,RingCentral铃盛,软件服务｜咨询上市公司,1000-9999人,脚本自动化自动化测试,测试_功能测试
测试工程师,厦门市思明区,7k-14k,3-5年,本科,卓志,物流平台不需要融资,1000-9999人,软件服务｜咨询IT技术服务｜咨询,测试_功能测试
测试工程师,厦门市湖里区,9k-10k,1-3年,学历不限,嘉驰英才,"工具类产品,专业服务｜咨询A轮",1000-9999人,软件服务｜咨询,测试_功能测试
测试工程师,厦门市思明区,7k-12k,经验不限,本科,云栈科技,"移动互联网,电商不需要融资",0-20人,软件服务｜咨询新零售,测试_功能测试
测试开发工程师,厦门市思明区,8k-12k,1-3年,本科,创普云,"软件服务｜咨询,IT技术服务｜咨询未融资",20-99人,linux云平台,测试_功能测试
软件测试工程师,厦门市思明区,4k-8k,1-3年,大专,人人汇,"移动互联网,金融未融资",20-99人,软件服务｜咨询IT技术服务｜咨询,测试_功能测试
测试工程师,厦门市后溪,14k-20k,3-5年,本科,紫讯科技,"移动互联网,数据服务天使轮",100-499人,工具类产品软件服务｜咨询,测试_功能测试
美团平台-工程质量-资深测试工程师（厦门）,厦门市思明区,15k-30k,5-10年,本科,美团,消费生活上市公司,1000-9999人,自动化测试测试开发,测试_功能测试
测试开发工程师,厦门市软件园,10k-20k,1-3年,本科,美柚,内容社区D轮及以上,1000-9999人,绩效奖金股票期权年底双薪专项奖金,测试_功能测试
软件测试工程师,厦门市思明区,5k-10k,经验不限,本科,海鼎,软件服务｜咨询不需要融资,1000-9999人,功能测试Web测试,测试_功能测试
测试工程师,厦门市莲前,10k-14k,1-3年,本科,最有料,企业服务不需要融资,20-99人,电商平台,测试_功能测试
软件测试工程师,厦门市思明区,8k-15k,3-5年,本科,RingCentral铃盛,软件服务｜咨询上市公司,1000-9999人,软件服务｜咨询,测试_功能测试
测试工程师,厦门市软件园,8k-15k,1-3年,本科,美柚,内容社区D轮及以上,1000-9999人,功能测试性能测试,测试_功能测试
游戏测试工程师(J10328),厦门市思明区,6k-9k,经验不限,本科,点触科技,游戏上市公司,1000-9999人,功能测试性能测试,测试_功能测试
测试工程师(远程）,厦门市翔安区,20k-40k,3-5年,大专,急猎信息,"软件开发,物联网不需要融资",0-20人,游戏,测试_功能测试
测试工程师,厦门市思明区,6k-12k,经验不限,本科,填海科技,游戏C轮,100-499人,游戏,测试_功能测试
软件测试工程师,厦门市翔安区,5k-8k,经验不限,本科,冠捷显示科技（厦门）有限公司,"文娱丨内容,硬件上市公司",1000-9999人,制造业智能电视显示器,测试_功能测试
软件测试工程师,厦门市思明区,9k-15k,1-3年,本科,美图公司,"工具类产品,智能硬件上市公司",1000-9999人,功能测试app测试,测试_功能测试
智能家居软件测试工程师,厦门市思明区,10k-20k,3-5年,本科,科猎商服,专业服务｜咨询未融资,20-99人,IT技术服务｜咨询物联网自动化测试接口测试功能测试,测试_功能测试
测试开发工程师,厦门市湖里区,8k-13k,3-5年,大专,嘉驰英才,"工具类产品,专业服务｜咨询A轮",1000-9999人,功能测试接口测试性能测试,测试_功能测试
高级测试工程师#194062,厦门市湖里区,12k-24k,3-5年,本科,仕佳,"移动互联网,企业服务未融资",100-499人,电商平台,测试_功能测试
算法测试工程师,厦门市思明区,10k-15k,经验不限,本科,深圳市威富视界有限公司,人工智能未融资,1000-9999人,性能测试功能测试,测试_功能测试
软件测试工程师,厦门市思明区,7k-10k,1-3年,大专,垒知控股,"居住服务,房地产｜建筑｜物业,制造业上市公司",1000-9999人,自动化测试,测试_功能测试
软件测试工程师,厦门市思明区,8k-10k,3-5年,大专,易诺维,"企业服务,软件开发未融资",20-99人,软件服务｜咨询IT技术服务｜咨询功能测试性能测试自动化测试,测试_功能测试
软件测试工程师（英语方向）,厦门市思明区,7k-14k,3-5年,大专,佛吉亚歌乐电子,"软件服务｜咨询,专业服务｜咨询不需要融资",100-499人,汽车电子车载导航,测试_功能测试
测试开发工程师,厦门市湖里区,18k-25k,5-10年,本科,添才翰格,专业服务｜咨询不需要融资,100-499人,自动化测试性能测试,测试_功能测试
高级测试开发工程师,厦门市思明区,20k-40k,3-5年,本科,美团,消费生活上市公司,1000-9999人,自动化测试功能测试,测试_功能测试
测试工程师,厦门市同安区,7k-12k,1-3年,本科,厦门方特软件公司,移动互联网上市公司,20-99人,Jmeter,测试_功能测试
测试工程师,厦门市思明区,7k-9k,3-5年,本科,安雅,"移动互联网,企业服务未融资",20-99人,企业服务房产服务,测试_功能测试
渗透测试工程师,厦门市湖里区,10k-20k,3-5年,本科,雨果网,电商平台天使轮,100-499人,内容社区内容资讯,测试_功能测试
软件测试工程师,厦门市莲前,7k-13k,经验不限,大专,逗乐互娱文化传媒,"MCN｜直播平台,新零售B轮",20-99人,MCN｜直播平台,测试_功能测试
测试工程师,厦门市湖里区,8k-10k,经验不限,本科,嘉驰英才,"工具类产品,专业服务｜咨询A轮",1000-9999人,在线医疗,测试_功能测试
高级测试工程师,厦门市前埔医院,10k-15k,1-3年,本科,安全狗（服云信息科技）,信息安全B轮,20-99人,功能测试性能测试安全测试Web测试,测试_功能测试
软件测试工程师,厦门市滨海,5k-9k,1-3年,本科,巴萨迪软件,"其他,移动互联网未融资",20-99人,功能测试Web测试app测试,测试_功能测试
软件测试工程师,厦门市湖里区,6k-8k,1-3年,大专,美俪阿萨娜,"移动互联网,教育不需要融资",100-499人,软件服务｜咨询,测试_功能测试
测试工程师,厦门市思明区,10k-15k,3-5年,本科,RingCentral铃盛,软件服务｜咨询上市公司,1000-9999人,企业服务即时通讯功能测试app测试Web测试,测试_功能测试
硬件测试工程师,厦门市思明区,6k-12k,3-5年,大专,佛吉亚歌乐电子,"软件服务｜咨询,专业服务｜咨询不需要融资",100-499人,汽车电子,测试_功能测试
游戏测试工程师,厦门市集美区,4k-8k,经验不限,学历不限,厦门梦加,游戏D轮及以上,100-499人,自动化测试白盒测试,测试_功能测试
测试开发工程师,厦门市思明区,10k-20k,3-5年,本科,建信金科,科技金融不需要融资,1000-9999人,功能测试接口测试自动化测试,测试_功能测试
软件测试工程师,厦门市思明区,6k-8k,1-3年,本科,守兔网络科技,"移动互联网,电商不需要融资",20-99人,移动端功能测试数据库,测试_功能测试
软件测试工程师,厦门市思明区,4k-8k,1-3年,本科,物思科技,"数据服务｜咨询,IT技术服务｜咨询未融资",20-99人,工具类产品功能测试,测试_功能测试
软件测试工程师,厦门市集美区,5k-10k,1-3年,本科,新诺航科,"数据服务,其他上市公司",100-499人,功能测试黑盒测试,测试_功能测试
后端开发工程师,厦门市集美区,15k-20k,3-5年,本科,灵雀云,IT技术服务｜咨询B轮,100-499人,云计算Golangdockerkubernetes,后端开发_后端开发
go后端开发工程师,厦门市软件园,15k-25k,3-5年,本科,美图公司,"工具类产品,智能硬件上市公司",1000-9999人,GolangPython,后端开发_后端开发
后端开发工程师,厦门市湖里区,15k-30k,3-5年,本科,仕佳,"移动互联网,企业服务未融资",100-499人,电商平台,后端开发_后端开发
后端开发工程师,厦门市思明区,10k-15k,1-3年,本科,蝉大师,"移动互联网,企业服务A轮",20-99人,数据服务｜咨询IT技术服务｜咨询,后端开发_后端开发
MCU软件开发工程师,厦门市思明区,10k-20k,经验不限,本科,佛吉亚歌乐电子,"软件服务｜咨询,专业服务｜咨询不需要融资",100-499人,人工智能服务软件服务｜咨询嵌入式,后端开发_后端开发
后端开发,厦门市集美区,9k-14k,1-3年,大专,尚阡科技,"电商,广告营销未融资",20-99人,PythoncssJavaScript,后端开发_后端开发
高级后台开发工程师-厦门,厦门市思明区,20k-40k,3-5年,本科,深度赋智,"软件服务｜咨询,人工智能服务天使轮",20-99人,PythonC++后端分布式,后端开发_后端开发
嵌入式Linux软件开发工程师,厦门市集美区,10k-20k,1-3年,本科,作业帮,在线教育D轮及以上,1000-9999人,在线教育物联网,后端开发_后端开发
嵌入式软件开发工程师,厦门市后溪,8k-12k,1-3年,本科,厦门物通博联网络科技有限公司,"企业服务,其他未融资",0-20人,通信/网络设备物联网串口编程MQTTC语言,后端开发_后端开发
性能测试专家,厦门市马尾区,30k-59k,5-10年,本科,兴业数金,科技金融不需要融资,1000-9999人,科技金融,测试_性能测试
算法工程师,厦门市思明区,10k-20k,经验不限,大专,喵柚网络,"区块链,数据服务｜咨询,IT技术服务｜咨询A轮",20-99人,区块链Go,人工智能_推荐算法
算法工程师（决策方向）-厦门,厦门市思明区,25k-50k,1-3年,硕士,深度赋智,"软件服务｜咨询,人工智能服务天使轮",20-99人,人工智能服务PythonC/C++,人工智能_推荐算法
推荐算法工程师,厦门市软件园,15k-30k,3-5年,本科,美柚,内容社区D轮及以上,1000-9999人,推荐系统深度学习,人工智能_推荐算法
算法工程师,厦门市湖里区,11k-15k,1-3年,本科,麦克玛视电子,"人工智能服务,智能硬件,制造业未融资",1000-9999人,人工智能服务软件服务｜咨询,人工智能_推荐算法
音频算法工程师,厦门市湖里区,16k-30k,3-5年,本科,亿联网络,移动互联网上市公司,1000-9999人,音频｜视频媒体,人工智能_推荐算法
算法开发工程师,厦门市后溪,8k-12k,经验不限,本科,紫讯科技,"移动互联网,数据服务天使轮",100-499人,工具类产品软件服务｜咨询,人工智能_推荐算法
AI算法工程师 （医学影像处理及流程自动化）,厦门市鹭江,15k-30k,经验不限,硕士,Manteia科技,IT技术服务｜咨询A轮,20-99人,医疗｜保健｜美容放疗,人工智能_推荐算法
slam算法工程师,厦门市思明区,13k-23k,经验不限,本科,新奥特视频,"新媒体,软件服务｜咨询上市公司",1000-9999人,人工智能服务音频｜视频媒体,人工智能_推荐算法
